"","YEAR","SEX","AGE","NILF_TO_NILF","ILF_TO_NILF","EMP_TO_UNEMP","UNEMP_TO_UNEMP"
"1",2007,1,18,0.720887564803617,0.240779467084222,0.0797169510412604,0.249797026476347
"2",2007,1,19,0.721545293078105,0.227115081398385,0.0250944930015316,0.20555712310134
"3",2007,1,20,0.593059420273667,0.142197244151102,0.0592508029579224,0.0987388377874384
"4",2007,1,21,0.634679406773708,0.0986782335250042,0.0461077859474299,0.276134915119781
"5",2007,1,22,0.540352839008911,0.108175719367115,0.0400152522094397,0.630249240155591
"6",2007,1,23,0.466686761654119,0.0612534922046615,0.0191318846034464,0.287866080180983
"7",2007,1,24,0.597909706414453,0.084367059041442,0.0187456139302255,0.252915199289061
"8",2007,1,25,0.418354989476336,0.0869081725768546,0.0300069239053107,0.0337472226361606
"9",2007,1,26,0.558476280068737,0.0589335213615348,0.0442949711825666,0.0802299918563428
"10",2007,1,27,0.642592258445306,0.0312449331362137,0.0254922063093607,0.291529500528804
"11",2007,1,28,0.622318074610506,0.0260931034091351,0.0210801359669197,0.264509218711404
"12",2007,1,29,0.725187744830908,0.0392588718484105,0.032146763274293,0.283980390057663
"13",2007,1,30,0.676385953494886,0.0294612574293082,0.0505972715446537,0.142557598112852
"14",2007,1,31,0.837114987717563,0.0221106928819259,0.017568451042627,0.32728163954107
"15",2007,1,32,0.777798773008055,0.0585614831073674,0.0254884900957335,0.141746758595802
"16",2007,1,33,0.782432897697522,0.0723681810478524,0.0391343431091312,0.286079814864208
"17",2007,1,34,0.815318022088685,0.0462531984205324,0.0104229981089348,0.261694968451942
"18",2007,1,35,0.677700553531921,0.0542873981712395,0.018778477560515,0
"19",2007,1,36,0.615652091275935,0.0569385961445981,0.014797537945623,0.0381335407111947
"20",2007,1,37,0.740855838285016,0.0254083599283495,0.0392577254925072,0
"21",2007,1,38,0.64512796885494,0.0419151464001012,0.0173252801143171,0.16462155629408
"22",2007,1,39,0.937827922369855,0.0486704403442543,0,0.333772405876301
"23",2007,1,40,0.693759338815465,0.0431790545708591,0.0366455684602606,0.118388308667637
"24",2007,1,41,0.789064001462119,0.0252504020458285,0.0143672047297176,0.453206060211344
"25",2007,1,42,0.843628620434982,0.026694598819144,0.0136327902047908,0.322808777093606
"26",2007,1,43,0.639044226991567,0.026677722758822,0.0303380441332181,0.436447011807239
"27",2007,1,44,0.878566823709519,0.0369707456100974,0.0171345375875135,0.276707433732021
"28",2007,1,45,0.667589357986223,0.0242882586756505,0.0214828064667595,0.424419482909984
"29",2007,1,46,0.92593201747963,0.0280235014370874,0.0158556807697368,0.707042286273194
"30",2007,1,47,0.811802873477745,0.0516932886833412,0.00737266296349027,0.232103175154615
"31",2007,1,48,0.794978374222255,0.0344359279505315,0.00904457256264141,0.218010809038239
"32",2007,1,49,0.847115523497655,0.0310510675102284,0.0208419192515177,0.306907572545249
"33",2007,1,50,0.798683673087506,0.0621705792628331,0.0225250369097091,0.362674704320273
"34",2007,1,51,0.865606839785698,0.04293472055977,0.0212014919216399,0.216470745054957
"35",2007,1,52,0.924108522915856,0.0539360337736562,0.0121364564488567,0.143650055846202
"36",2007,1,53,0.849069707295993,0.0217498562475347,0.00648759471163044,0.0698947940880714
"37",2007,1,54,0.718223424760416,0.0463726473584466,0.0179969211488894,0.506494000993389
"38",2007,1,55,0.822806013344499,0.0384750513409302,0.0294031456349352,0.133026827250648
"39",2007,1,56,0.903478141103812,0.0405136467394849,0.0184997096101924,0.0776131589861118
"40",2007,1,57,0.858826747407857,0.0863600729061524,0.022447393248214,0.26114090176405
"41",2007,1,58,0.875194057187278,0.0757493283342468,0.0163394058015745,0.28525623518171
"42",2007,1,59,0.880292946570801,0.0949729912399461,0.0368600432395383,0.226109975943328
"43",2007,1,60,0.931279876060551,0.0745467322400346,0.0383357639880096,0
"44",2007,1,61,0.945693146314107,0.124467442725481,0.0298701434676216,0.14344347497326
"45",2007,1,62,0.940731918159943,0.168879441652186,0.0182989206508642,0
"46",2007,1,63,0.965787055493879,0.108508902216715,0.0317312909589425,0.139720053467679
"47",2007,1,64,0.894609731765309,0.145235377083182,0.00270936664075903,0
"48",2007,1,65,0.943785034402467,0.204077404900058,0.028918039503185,0
"49",2007,1,66,0.916767868874033,0.12966814383404,0,0
"50",2007,1,67,0.969409223316186,0.292102740069328,0,0.473937206548225
"51",2007,1,68,0.952744770996003,0.183447121470372,0.0323436438623786,0
"52",2007,1,69,0.933149450144101,0.206276003261348,0,0
"53",2007,1,70,0.940776721400292,0.18754600937689,0.0152172456698222,0
"54",2007,1,71,0.958100309278771,0.248323603299185,0,0
"55",2007,1,72,0.950585500874617,0.315372906738584,0,0
"56",2007,1,73,0.935201163556489,0.301382912541685,0,0
"57",2007,1,74,0.964598784153874,0.357034285253747,0.0499206487473394,0
"58",2007,1,75,0.964054164088441,0.31973321474108,0,0
"59",2007,1,76,0.978716575217978,0.225062078823978,0,0
"60",2007,1,77,0.979932182252433,0.275570081920126,0,0
"61",2007,1,78,0.968357475596759,0.272649001955234,0,0
"62",2007,1,79,0.991249364508343,0.28138090574439,0,0
"63",2007,1,80,0.965326873903031,0.313459061993535,0,0
"64",2007,1,85,0.989658965445912,0.134907168593186,0,0
"65",2007,2,18,0.644176314024039,0.363115182494173,0.0301232840216841,0.0903815265603756
"66",2007,2,19,0.589579313179272,0.225470566914671,0.0279129454704431,0.0666927091547987
"67",2007,2,20,0.59878958588456,0.173385850352142,0.0115043665646963,0.525561007567874
"68",2007,2,21,0.669159591503008,0.147709642957084,0.057996168268522,0.258324599719193
"69",2007,2,22,0.655741887628541,0.14278854689504,0.0459236493021799,0.215283343550436
"70",2007,2,23,0.618985516490286,0.151318342112532,0.0289231710741276,0
"71",2007,2,24,0.701522736816371,0.106956839922035,0.0408997976189597,0
"72",2007,2,25,0.704222232761976,0.0974977283886646,0.0164351153466722,0.172144476800591
"73",2007,2,26,0.739893719392367,0.129119625331597,0.0165134611959247,0.290070838171513
"74",2007,2,27,0.736670566158824,0.0967208364299645,0.0179170714310692,0.239595788075386
"75",2007,2,28,0.761140125467394,0.071092768118137,0.0193339372546967,0.420405173782512
"76",2007,2,29,0.717943414121146,0.0863948420027103,0.0280044202830799,0.0718016037642568
"77",2007,2,30,0.785278244325081,0.0854287117276896,0.0250757596646429,0
"78",2007,2,31,0.840004279173419,0.119058288277075,0.00854192884052666,0.0393902427279311
"79",2007,2,32,0.725880295951188,0.0641598591370801,0.0080940030434538,0.288257228734709
"80",2007,2,33,0.776476748505959,0.0783558959377282,0.0106032930635332,0.336625464919512
"81",2007,2,34,0.777514160530027,0.109926772318107,0.0120930509545548,0
"82",2007,2,35,0.793205530086958,0.0568486393455934,0.00472675789500945,0
"83",2007,2,36,0.799225199175187,0.0914420375949494,0.0188731044871375,0.214837241941428
"84",2007,2,37,0.675849238428489,0.0377465617710846,0.0152452472156705,0.132237056388635
"85",2007,2,38,0.693015879163297,0.0761757785739569,0.027646470258763,0.140916375971934
"86",2007,2,39,0.796479084706356,0.0703247014145072,0.00983299852252819,0.160952700684408
"87",2007,2,40,0.772641240894027,0.0576390124260759,0.0204799383128337,0.0144051220717357
"88",2007,2,41,0.762896734021056,0.0462312426536047,0.00480756678523711,0
"89",2007,2,42,0.794774894000274,0.0540194894116771,0.00563560919783427,0.0779351616470643
"90",2007,2,43,0.815521645844302,0.0473883060599571,0.00375383501232094,0.206581971109998
"91",2007,2,44,0.815849375997708,0.0632403994037946,0.00939895242164662,0.532108975762045
